INFO 2025-01-18 23:13:31,603 autoreload 16696 20820 Watching for file changes with StatReloader
INFO 2025-01-18 23:20:05,373 basehttp 19528 21948 "GET /api/check-test-existence/14/ HTTP/1.1" 200 31
INFO 2025-01-18 23:20:05,487 basehttp 19528 21948 "POST /api/testcases/14/execute/ HTTP/1.1" 200 72
INFO 2025-01-18 23:21:41,574 autoreload 11404 14036 Watching for file changes with StatReloader
INFO 2025-01-18 23:21:55,623 basehttp 11404 18732 "GET /api/users/get_current_user/ HTTP/1.1" 200 170
INFO 2025-01-18 23:21:55,632 basehttp 11404 21128 "GET /api/folders/?project=1 HTTP/1.1" 200 2702
INFO 2025-01-18 23:21:55,711 basehttp 11404 21128 "GET /api/testcases/?project=1 HTTP/1.1" 200 6570
INFO 2025-01-18 23:21:57,925 basehttp 11404 21128 "GET /api/testcases/14/ HTTP/1.1" 200 908
INFO 2025-01-18 23:21:58,002 basehttp 11404 21128 "GET /api/check-test-existence/14/ HTTP/1.1" 200 31
INFO 2025-01-18 23:21:59,556 basehttp 11404 21128 "GET /api/check-test-existence/14/ HTTP/1.1" 200 31
INFO 2025-01-18 23:21:59,671 basehttp 11404 21128 "POST /api/testcases/14/execute/ HTTP/1.1" 200 72
INFO 2025-01-18 23:22:41,308 basehttp 11404 21128 "GET /api/users/get_current_user/ HTTP/1.1" 200 170
INFO 2025-01-18 23:22:41,325 basehttp 11404 18732 "GET /api/projects/ HTTP/1.1" 200 1938
INFO 2025-01-18 23:22:41,442 basehttp 11404 18732 "GET /api/users/get_current_user/ HTTP/1.1" 200 170
INFO 2025-01-18 23:22:41,448 basehttp 11404 21128 "GET /api/folders/?project=1 HTTP/1.1" 200 2702
INFO 2025-01-18 23:22:41,613 basehttp 11404 21128 "GET /api/testcases/?project=1 HTTP/1.1" 200 6570
INFO 2025-01-18 23:23:33,383 autoreload 11404 14036 D:\FlowTest\FlowTestApp\tasks.py changed, reloading.
INFO 2025-01-18 23:23:34,843 autoreload 7384 20452 Watching for file changes with StatReloader
INFO 2025-01-18 23:24:12,213 basehttp 7384 20312 "GET /api/users/get_current_user/ HTTP/1.1" 200 170
INFO 2025-01-18 23:24:12,221 basehttp 7384 22032 "GET /api/folders/?project=1 HTTP/1.1" 200 2702
INFO 2025-01-18 23:24:12,300 basehttp 7384 22032 "GET /api/testcases/?project=1 HTTP/1.1" 200 6570
INFO 2025-01-18 23:24:13,899 basehttp 7384 22032 "GET /api/testcases/14/ HTTP/1.1" 200 908
INFO 2025-01-18 23:24:13,973 basehttp 7384 22032 "GET /api/check-test-existence/14/ HTTP/1.1" 200 31
INFO 2025-01-18 23:24:18,853 basehttp 7384 22032 "GET /api/users/get_current_user/ HTTP/1.1" 200 170
INFO 2025-01-18 23:24:18,857 basehttp 7384 20312 "GET /api/folders/?project=1 HTTP/1.1" 200 2702
INFO 2025-01-18 23:24:18,936 basehttp 7384 20312 "GET /api/testcases/?project=1 HTTP/1.1" 200 6570
INFO 2025-01-18 23:24:21,274 basehttp 7384 20312 "GET /api/testcases/14/ HTTP/1.1" 200 908
INFO 2025-01-18 23:24:21,353 basehttp 7384 20312 "GET /api/check-test-existence/14/ HTTP/1.1" 200 31
INFO 2025-01-18 23:24:23,069 basehttp 7384 20312 "GET /api/check-test-existence/14/ HTTP/1.1" 200 31
INFO 2025-01-18 23:24:23,180 basehttp 7384 20312 "POST /api/testcases/14/execute/ HTTP/1.1" 200 72
INFO 2025-01-19 17:40:35,272 autoreload 9004 13148 Watching for file changes with StatReloader
INFO 2025-01-19 17:40:42,749 basehttp 9004 11012 "OPTIONS /api/users/get_current_user/ HTTP/1.1" 200 0
INFO 2025-01-19 17:40:42,749 basehttp 9004 4716 "OPTIONS /api/projects/ HTTP/1.1" 200 0
WARNING 2025-01-19 17:40:42,780 log 9004 4716 Unauthorized: /api/users/get_current_user/
WARNING 2025-01-19 17:40:42,780 log 9004 11012 Unauthorized: /api/projects/
WARNING 2025-01-19 17:40:42,781 basehttp 9004 4716 "GET /api/users/get_current_user/ HTTP/1.1" 401 183
WARNING 2025-01-19 17:40:42,781 basehttp 9004 11012 "GET /api/projects/ HTTP/1.1" 401 183
INFO 2025-01-19 17:40:42,792 basehttp 9004 11012 "OPTIONS /api/token/refresh/ HTTP/1.1" 200 0
INFO 2025-01-19 17:40:42,880 basehttp 9004 11012 "POST /api/token/refresh/ HTTP/1.1" 200 483
INFO 2025-01-19 17:40:42,972 basehttp 9004 11012 "GET /api/projects/ HTTP/1.1" 200 1938
INFO 2025-01-19 17:40:48,117 basehttp 9004 4716 "OPTIONS /api/folders/?project=1 HTTP/1.1" 200 0
INFO 2025-01-19 17:40:48,178 basehttp 9004 11012 "GET /api/users/get_current_user/ HTTP/1.1" 200 170
INFO 2025-01-19 17:40:48,186 basehttp 9004 4716 "GET /api/folders/?project=1 HTTP/1.1" 200 2702
INFO 2025-01-19 17:40:48,192 basehttp 9004 4716 "OPTIONS /api/testcases/?project=1 HTTP/1.1" 200 0
INFO 2025-01-19 17:40:48,270 basehttp 9004 4716 "GET /api/testcases/?project=1 HTTP/1.1" 200 6570
INFO 2025-01-19 17:40:51,694 basehttp 9004 4716 "OPTIONS /api/testcases/14/ HTTP/1.1" 200 0
INFO 2025-01-19 17:40:51,758 basehttp 9004 4716 "GET /api/testcases/14/ HTTP/1.1" 200 908
INFO 2025-01-19 17:40:51,775 basehttp 9004 4716 "OPTIONS /api/check-test-existence/14/ HTTP/1.1" 200 0
INFO 2025-01-19 17:40:51,928 basehttp 9004 4716 "GET /api/check-test-existence/14/ HTTP/1.1" 200 31
INFO 2025-01-19 17:51:51,000 basehttp 9004 2244 "GET /api/users/get_current_user/ HTTP/1.1" 200 170
INFO 2025-01-19 17:51:51,011 basehttp 9004 1524 "GET /api/folders/?project=1 HTTP/1.1" 200 2702
INFO 2025-01-19 17:51:51,091 basehttp 9004 1524 "GET /api/testcases/?project=1 HTTP/1.1" 200 6570
INFO 2025-01-19 17:52:09,579 basehttp 9004 2244 "GET /api/folders/?project=1 HTTP/1.1" 200 2702
INFO 2025-01-19 17:52:09,642 basehttp 9004 2244 "GET /api/testcases/?project=1 HTTP/1.1" 200 6570
INFO 2025-01-19 17:52:09,689 basehttp 9004 1524 "GET /api/users/get_current_user/ HTTP/1.1" 200 170
INFO 2025-01-19 17:52:50,217 basehttp 9004 1524 "GET /api/testcases/14/ HTTP/1.1" 200 908
INFO 2025-01-19 17:52:50,281 basehttp 9004 1524 "GET /api/check-test-existence/14/ HTTP/1.1" 200 31
INFO 2025-01-19 17:52:56,001 basehttp 9004 1524 "GET /api/check-test-existence/14/ HTTP/1.1" 200 31
INFO 2025-01-19 17:52:56,004 basehttp 9004 1524 "OPTIONS /api/testcases/14/execute/ HTTP/1.1" 200 0
INFO 2025-01-19 17:52:56,140 basehttp 9004 1524 "POST /api/testcases/14/execute/ HTTP/1.1" 200 72
INFO 2025-01-19 17:54:37,482 autoreload 9004 13148 D:\FlowTest\FlowTestApp\tasks.py changed, reloading.
INFO 2025-01-19 17:54:39,123 autoreload 13504 8628 Watching for file changes with StatReloader
INFO 2025-01-19 17:56:34,288 basehttp 13504 16736 "GET /api/users/get_current_user/ HTTP/1.1" 200 170
INFO 2025-01-19 17:56:34,297 basehttp 13504 17828 "GET /api/folders/?project=1 HTTP/1.1" 200 2702
INFO 2025-01-19 17:56:34,386 basehttp 13504 17828 "GET /api/testcases/?project=1 HTTP/1.1" 200 6570
INFO 2025-01-19 17:56:35,989 basehttp 13504 17828 "GET /api/testcases/14/ HTTP/1.1" 200 908
INFO 2025-01-19 17:56:36,062 basehttp 13504 17828 "GET /api/check-test-existence/14/ HTTP/1.1" 200 31
INFO 2025-01-19 17:56:37,819 basehttp 13504 17828 "GET /api/check-test-existence/14/ HTTP/1.1" 200 31
INFO 2025-01-19 17:56:37,934 basehttp 13504 17828 "POST /api/testcases/14/execute/ HTTP/1.1" 200 72
INFO 2025-01-19 17:57:03,793 autoreload 19440 15008 Watching for file changes with StatReloader
INFO 2025-01-19 17:57:15,758 basehttp 13504 17828 "GET /api/check-test-existence/14/ HTTP/1.1" 200 31
INFO 2025-01-19 17:57:15,823 basehttp 13504 17828 "POST /api/testcases/14/execute/ HTTP/1.1" 200 72
INFO 2025-01-19 17:57:53,127 autoreload 19440 15008 D:\FlowTest\FlowTestApp\views.py changed, reloading.
INFO 2025-01-19 17:57:53,745 autoreload 13504 8628 D:\FlowTest\FlowTestApp\views.py changed, reloading.
INFO 2025-01-19 17:57:54,420 autoreload 15868 17776 Watching for file changes with StatReloader
INFO 2025-01-19 17:57:55,456 autoreload 18096 4816 Watching for file changes with StatReloader
INFO 2025-01-19 17:58:11,923 basehttp 15868 16676 "GET /api/users/get_current_user/ HTTP/1.1" 200 170
INFO 2025-01-19 17:58:11,932 basehttp 15868 10748 "GET /api/folders/?project=1 HTTP/1.1" 200 2702
INFO 2025-01-19 17:58:12,047 basehttp 15868 10748 "GET /api/testcases/?project=1 HTTP/1.1" 200 6570
INFO 2025-01-19 17:58:13,797 basehttp 15868 10748 "GET /api/testcases/14/ HTTP/1.1" 200 908
INFO 2025-01-19 17:58:13,882 basehttp 15868 10748 "GET /api/check-test-existence/14/ HTTP/1.1" 200 31
INFO 2025-01-19 17:58:17,800 basehttp 15868 10748 "GET /api/check-test-existence/14/ HTTP/1.1" 200 31
INFO 2025-01-19 17:58:17,865 views 15868 10748 Executing test case 14
INFO 2025-01-19 17:58:17,871 views 15868 10748 Created test run 25
INFO 2025-01-19 17:58:17,958 views 15868 10748 Started Celery task dc2e70ed-6702-49f1-8ca0-2b3b6b9ac11b
INFO 2025-01-19 17:58:17,960 basehttp 15868 10748 "POST /api/testcases/14/execute/ HTTP/1.1" 200 121
INFO 2025-01-19 18:00:00,034 autoreload 15868 17776 D:\FlowTest\FlowTest\settings.py changed, reloading.
INFO 2025-01-19 18:00:00,193 autoreload 18096 4816 D:\FlowTest\FlowTest\settings.py changed, reloading.
INFO 2025-01-19 18:00:01,254 autoreload 15704 8244 Watching for file changes with StatReloader
INFO 2025-01-19 18:00:01,813 autoreload 2732 6904 Watching for file changes with StatReloader
INFO 2025-01-19 18:00:21,152 autoreload 2732 6904 D:\FlowTest\FlowTest\settings.py changed, reloading.
INFO 2025-01-19 18:00:21,162 autoreload 15704 8244 D:\FlowTest\FlowTest\settings.py changed, reloading.
INFO 2025-01-19 18:00:22,372 autoreload 16252 18948 Watching for file changes with StatReloader
INFO 2025-01-19 18:00:22,764 autoreload 13096 16988 Watching for file changes with StatReloader
INFO 2025-01-19 18:00:42,811 autoreload 16356 7744 Watching for file changes with StatReloader
INFO 2025-01-19 18:01:12,124 basehttp 16252 7536 "GET /api/users/get_current_user/ HTTP/1.1" 200 170
INFO 2025-01-19 18:01:12,136 basehttp 16252 9592 "GET /api/folders/?project=1 HTTP/1.1" 200 2702
INFO 2025-01-19 18:01:12,251 basehttp 16252 9592 "GET /api/testcases/?project=1 HTTP/1.1" 200 6570
INFO 2025-01-19 18:01:13,643 basehttp 16252 9592 "GET /api/testcases/14/ HTTP/1.1" 200 908
INFO 2025-01-19 18:01:13,736 basehttp 16252 9592 "GET /api/check-test-existence/14/ HTTP/1.1" 200 31
INFO 2025-01-19 18:01:16,367 basehttp 16252 9592 "GET /api/check-test-existence/14/ HTTP/1.1" 200 31
INFO 2025-01-19 18:01:16,427 views 16252 9592 Executing test case 14
INFO 2025-01-19 18:01:16,434 views 16252 9592 Created test run 26
INFO 2025-01-19 18:01:16,520 views 16252 9592 Started Celery task 93c95aac-4698-4063-8321-79c08fcbfa84
INFO 2025-01-19 18:01:16,521 basehttp 16252 9592 "POST /api/testcases/14/execute/ HTTP/1.1" 200 121
INFO 2025-01-19 18:02:20,524 autoreload 16252 18948 D:\FlowTest\FlowTestApp\views.py changed, reloading.
INFO 2025-01-19 18:02:21,111 autoreload 16356 7744 D:\FlowTest\FlowTestApp\views.py changed, reloading.
INFO 2025-01-19 18:02:21,443 autoreload 13096 16988 D:\FlowTest\FlowTestApp\views.py changed, reloading.
INFO 2025-01-19 18:02:21,788 autoreload 13856 16532 Watching for file changes with StatReloader
INFO 2025-01-19 18:02:22,498 autoreload 2444 7492 Watching for file changes with StatReloader
INFO 2025-01-19 18:02:23,475 autoreload 12304 6720 Watching for file changes with StatReloader
INFO 2025-01-19 18:02:51,657 basehttp 13856 404 "GET /api/users/get_current_user/ HTTP/1.1" 200 170
INFO 2025-01-19 18:02:51,666 basehttp 13856 10368 "GET /api/folders/?project=1 HTTP/1.1" 200 2702
INFO 2025-01-19 18:02:51,771 basehttp 13856 10368 "GET /api/testcases/?project=1 HTTP/1.1" 200 6570
INFO 2025-01-19 18:04:20,147 basehttp 13856 10368 "GET /api/testcases/14/ HTTP/1.1" 200 908
INFO 2025-01-19 18:04:20,225 basehttp 13856 10368 "GET /api/check-test-existence/14/ HTTP/1.1" 200 31
INFO 2025-01-19 18:04:23,353 basehttp 13856 10368 "GET /api/check-test-existence/14/ HTTP/1.1" 200 31
INFO 2025-01-19 18:04:47,145 basehttp 13856 10368 "GET /api/users/get_current_user/ HTTP/1.1" 200 170
INFO 2025-01-19 18:04:47,149 basehttp 13856 404 "GET /api/folders/?project=1 HTTP/1.1" 200 2702
INFO 2025-01-19 18:04:47,228 basehttp 13856 404 "GET /api/testcases/?project=1 HTTP/1.1" 200 6570
INFO 2025-01-19 18:05:00,578 basehttp 13856 404 "GET /api/users/get_current_user/ HTTP/1.1" 200 170
INFO 2025-01-19 18:05:00,585 basehttp 13856 10368 "GET /api/folders/?project=1 HTTP/1.1" 200 2702
INFO 2025-01-19 18:05:00,760 basehttp 13856 10368 "GET /api/testcases/?project=1 HTTP/1.1" 200 6570
INFO 2025-01-19 18:05:33,936 basehttp 13856 10368 "GET /api/testcases/14/ HTTP/1.1" 200 908
INFO 2025-01-19 18:05:34,013 basehttp 13856 10368 "GET /api/check-test-existence/14/ HTTP/1.1" 200 31
INFO 2025-01-19 18:05:35,497 basehttp 13856 10368 "GET /api/check-test-existence/14/ HTTP/1.1" 200 31
INFO 2025-01-19 18:06:00,572 basehttp 13856 10368 "GET /api/users/get_current_user/ HTTP/1.1" 200 170
INFO 2025-01-19 18:06:00,578 basehttp 13856 404 "GET /api/folders/?project=1 HTTP/1.1" 200 2702
INFO 2025-01-19 18:06:00,683 basehttp 13856 404 "GET /api/testcases/?project=1 HTTP/1.1" 200 6570
INFO 2025-01-19 18:06:19,015 basehttp 13856 404 "GET /api/users/get_current_user/ HTTP/1.1" 200 170
INFO 2025-01-19 18:06:19,020 basehttp 13856 10368 "GET /api/folders/?project=1 HTTP/1.1" 200 2702
INFO 2025-01-19 18:06:19,103 basehttp 13856 10368 "GET /api/testcases/?project=1 HTTP/1.1" 200 6570
INFO 2025-01-19 18:07:00,697 basehttp 13856 10368 "GET /api/testcases/14/ HTTP/1.1" 200 908
INFO 2025-01-19 18:07:00,816 basehttp 13856 10368 "GET /api/check-test-existence/14/ HTTP/1.1" 200 31
INFO 2025-01-19 18:07:02,432 basehttp 13856 10368 "GET /api/check-test-existence/14/ HTTP/1.1" 200 31
WARNING 2025-01-19 18:07:02,785 log 13856 10368 Not Found: /api/testcases/14/execute/
WARNING 2025-01-19 18:07:02,786 basehttp 13856 10368 "POST /api/testcases/14/execute/ HTTP/1.1" 404 24087
INFO 2025-01-19 18:07:26,634 autoreload 2444 7492 D:\FlowTest\FlowTestApp\views.py changed, reloading.
INFO 2025-01-19 18:07:26,691 autoreload 12304 6720 D:\FlowTest\FlowTestApp\views.py changed, reloading.
INFO 2025-01-19 18:07:27,111 autoreload 13856 16532 D:\FlowTest\FlowTestApp\views.py changed, reloading.
INFO 2025-01-19 18:07:27,857 autoreload 4252 18564 Watching for file changes with StatReloader
INFO 2025-01-19 18:07:28,311 autoreload 18176 16352 Watching for file changes with StatReloader
INFO 2025-01-19 18:07:28,375 autoreload 4612 1516 Watching for file changes with StatReloader
INFO 2025-01-19 18:07:41,544 basehttp 4252 19112 "GET /api/users/get_current_user/ HTTP/1.1" 200 170
INFO 2025-01-19 18:07:41,552 basehttp 4252 4812 "GET /api/folders/?project=1 HTTP/1.1" 200 2702
INFO 2025-01-19 18:07:41,651 basehttp 4252 4812 "GET /api/testcases/?project=1 HTTP/1.1" 200 6570
INFO 2025-01-19 18:08:26,579 basehttp 4252 4812 "GET /api/testcases/14/ HTTP/1.1" 200 908
INFO 2025-01-19 18:08:26,654 basehttp 4252 4812 "GET /api/check-test-existence/14/ HTTP/1.1" 200 31
INFO 2025-01-19 18:08:27,327 basehttp 4252 4812 "GET /api/testcases/14/ HTTP/1.1" 200 908
INFO 2025-01-19 18:08:27,387 basehttp 4252 4812 "GET /api/check-test-existence/14/ HTTP/1.1" 200 31
INFO 2025-01-19 18:08:39,364 basehttp 4252 4812 "GET /api/check-test-existence/14/ HTTP/1.1" 200 31
WARNING 2025-01-19 18:08:39,369 log 4252 4812 Unauthorized: /api/testcases/14/execute/
WARNING 2025-01-19 18:08:39,402 log 4252 12144 Not Found: /ws/test_execution/undefined/
WARNING 2025-01-19 18:08:39,402 basehttp 4252 4812 "POST /api/testcases/14/execute/ HTTP/1.1" 401 183
WARNING 2025-01-19 18:08:39,402 basehttp 4252 12144 "GET /ws/test_execution/undefined/ HTTP/1.1" 404 4444
INFO 2025-01-19 18:09:14,033 basehttp 4252 4812 "GET /api/users/get_current_user/ HTTP/1.1" 200 170
INFO 2025-01-19 18:09:14,046 basehttp 4252 19112 "GET /api/folders/?project=1 HTTP/1.1" 200 2702
INFO 2025-01-19 18:09:14,130 basehttp 4252 19112 "GET /api/testcases/?project=1 HTTP/1.1" 200 6570
INFO 2025-01-19 18:09:27,503 basehttp 4252 19112 "GET /api/users/get_current_user/ HTTP/1.1" 200 170
INFO 2025-01-19 18:09:27,511 basehttp 4252 4812 "GET /api/folders/?project=1 HTTP/1.1" 200 2702
INFO 2025-01-19 18:09:27,733 basehttp 4252 4812 "GET /api/testcases/?project=1 HTTP/1.1" 200 6570
INFO 2025-01-19 18:09:45,689 basehttp 4252 4812 "GET /api/users/get_current_user/ HTTP/1.1" 200 170
INFO 2025-01-19 18:09:45,696 basehttp 4252 19112 "GET /api/folders/?project=1 HTTP/1.1" 200 2702
INFO 2025-01-19 18:09:45,799 basehttp 4252 19112 "GET /api/testcases/?project=1 HTTP/1.1" 200 6570
INFO 2025-01-19 18:09:47,151 basehttp 4252 19112 "GET /api/testcases/14/ HTTP/1.1" 200 908
INFO 2025-01-19 18:09:47,222 basehttp 4252 19112 "GET /api/check-test-existence/14/ HTTP/1.1" 200 31
INFO 2025-01-19 18:09:52,392 basehttp 4252 19112 "GET /api/check-test-existence/14/ HTTP/1.1" 200 31
WARNING 2025-01-19 18:09:52,405 log 4252 3084 Not Found: /ws/test_execution/undefined/
WARNING 2025-01-19 18:09:52,405 basehttp 4252 3084 "GET /ws/test_execution/undefined/?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ0b2tlbl90eXBlIjoiYWNjZXNzIiwiZXhwIjoxNzM3MzAxMjQyLCJpYXQiOjE3MzcyMzEyMzgsImp0aSI6IjNhODM0YjgxMDgwNjQ0ZmU4MGRjODIyNzMwYjQ3ODE2IiwidXNlcl9pZCI6MX0.LHmPTdyynl8lGIroPgV6mTqVeezVaKIhWnLyusZuZ8c HTTP/1.1" 404 4679
INFO 2025-01-19 18:09:52,454 views 4252 19112 Executing test case 14
INFO 2025-01-19 18:09:52,462 views 4252 19112 Created test run 27
INFO 2025-01-19 18:09:52,464 views 4252 19240 Starting test execution in thread for test_run_id: 27
INFO 2025-01-19 18:09:52,464 views 4252 19112 Started test execution thread for test run 27
INFO 2025-01-19 18:09:52,467 basehttp 4252 19112 "POST /api/testcases/14/execute/ HTTP/1.1" 200 37
WARNING 2025-01-19 18:09:52,498 log 4252 14404 Not Found: /ws/test_execution/27/
WARNING 2025-01-19 18:09:52,502 basehttp 4252 14404 "GET /ws/test_execution/27/?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ0b2tlbl90eXBlIjoiYWNjZXNzIiwiZXhwIjoxNzM3MzAxMjQyLCJpYXQiOjE3MzcyMzEyMzgsImp0aSI6IjNhODM0YjgxMDgwNjQ0ZmU4MGRjODIyNzMwYjQ3ODE2IiwidXNlcl9pZCI6MX0.LHmPTdyynl8lGIroPgV6mTqVeezVaKIhWnLyusZuZ8c HTTP/1.1" 404 4658
INFO 2025-01-19 18:09:52,562 views 4252 19240 Created temporary test file at C:\Users\makar\AppData\Local\Temp\tmptw8g2acd.py
INFO 2025-01-19 18:09:52,572 views 4252 19240 Starting pytest execution...
INFO 2025-01-19 18:09:54,547 views 4252 19240 Pytest execution completed with return code: 2
INFO 2025-01-19 18:09:54,547 views 4252 19240 Test output: ============================= test session starts =============================
platform win32 -- Python 3.10.11, pytest-8.3.4, pluggy-1.5.0 -- D:\FlowTest\.venv\Scripts\python.exe
cachedir: .pytest_cache
rootdir: D:\FlowTest
plugins: base-url-2.1.0, playwright-0.6.2
collecting ... collected 1 item / 1 error

=================================== ERRORS ====================================
________________________ ERROR collecting test session ________________________
.venv\lib\site-packages\_pytest\runner.py:341: in from_call
    result: TResult | None = func()
.venv\lib\site-packages\_pytest\runner.py:389: in collect
    return list(collector.collect())
.venv\lib\site-packages\_pytest\main.py:523: in collect
    for direntry in scandir(self.path):
.venv\lib\site-packages\_pytest\pathlib.py:950: in scandir
    with os.scandir(path) as s:
E   PermissionError: [WinError 5] Отказано в доступе: 'C:\\Documents and Settings'
=========================== short test summary info ===========================
ERROR ::::Documents and Settings - PermissionError: [WinError 5] Отказано в д...
!!!!!!!!!!!!!!!!!!! Interrupted: 1 error during collection !!!!!!!!!!!!!!!!!!!!
============================== 1 error in 0.89s ===============================

ERROR 2025-01-19 18:09:54,559 views 4252 19240 Error during test execution: ОШИБКА:  столбец "execution_time" имеет тип interval, а выражение - numeric
LINE 1: ...52.563897+00:00'::timestamptz, "execution_time" = 1.975449, ...
                                                             ^
HINT:  Перепишите выражение или преобразуйте его тип.
Traceback (most recent call last):
  File "D:\FlowTest\.venv\lib\site-packages\django\db\backends\utils.py", line 105, in _execute
    return self.cursor.execute(sql, params)
psycopg2.errors.DatatypeMismatch: ОШИБКА:  столбец "execution_time" имеет тип interval, а выражение - numeric
LINE 1: ...52.563897+00:00'::timestamptz, "execution_time" = 1.975449, ...
                                                             ^
HINT:  Перепишите выражение или преобразуйте его тип.


The above exception was the direct cause of the following exception:

Traceback (most recent call last):
  File "D:\FlowTest\FlowTestApp\views.py", line 117, in run_test_in_thread
    test_report.save()
  File "D:\FlowTest\.venv\lib\site-packages\django\db\models\base.py", line 891, in save
    self.save_base(
  File "D:\FlowTest\.venv\lib\site-packages\django\db\models\base.py", line 997, in save_base
    updated = self._save_table(
  File "D:\FlowTest\.venv\lib\site-packages\django\db\models\base.py", line 1129, in _save_table
    updated = self._do_update(
  File "D:\FlowTest\.venv\lib\site-packages\django\db\models\base.py", line 1194, in _do_update
    return filtered._update(values) > 0
  File "D:\FlowTest\.venv\lib\site-packages\django\db\models\query.py", line 1278, in _update
    return query.get_compiler(self.db).execute_sql(CURSOR)
  File "D:\FlowTest\.venv\lib\site-packages\django\db\models\sql\compiler.py", line 2003, in execute_sql
    cursor = super().execute_sql(result_type)
  File "D:\FlowTest\.venv\lib\site-packages\django\db\models\sql\compiler.py", line 1574, in execute_sql
    cursor.execute(sql, params)
  File "D:\FlowTest\.venv\lib\site-packages\django\db\backends\utils.py", line 122, in execute
    return super().execute(sql, params)
